# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CNAG_00140	gene-CNAG_00140	XM_012191167.1	protein_coding	0	0	0	168	0	0	0	0	0	0	0	56	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	72
CNAG_00141	gene-CNAG_00141	XM_012191168.1	protein_coding	0	0	0	155	0	0	0	0	0	0	0	47	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	90
CNAG_00142	gene-CNAG_00142	XM_012191169.1	protein_coding	0	0	0	140	0	0	0	0	0	0	0	38	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	66
CNAG_00143	gene-CNAG_00143	XM_012190800.1	protein_coding	0	0	0	121	0	0	0	0	0	0	0	62	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	50
CNAG_00144	gene-CNAG_00144	XM_012191170.1	protein_coding	0	0	0	108	0	0	0	0	0	0	0	51	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	38
CNAG_00144	gene-CNAG_00144	XM_012191171.1	protein_coding	0	0	0	99	0	0	0	0	0	0	0	51	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	32
CNAG_00145	gene-CNAG_00145	XM_012191172.1	protein_coding	0	0	0	88	0	0	0	0	0	0	0	36	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	42
CNAG_00146	gene-CNAG_00146	XM_012191173.1	protein_coding	0	0	0	80	0	0	0	0	0	0	0	11	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	40
CNAG_00147	gene-CNAG_00147	XM_012191174.1	protein_coding	0	0	0	82	0	0	0	0	0	0	0	7	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	64
CNAG_00148	gene-CNAG_00148	XM_012191175.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	6
CNAG_00149	gene-CNAG_00149	XM_012191176.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CNAG_00150	gene-CNAG_00150	XM_012190801.1	protein_coding	0	0	0	28	0	0	0	0	0	0	0	11	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3
CNAG_00151	gene-CNAG_00151	XM_012190802.1	protein_coding	0	0	0	36	0	0	0	0	0	0	0	11	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	15
CNAG_00152	gene-CNAG_00152	XM_012190803.1	protein_coding	0	0	0	41	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24
CNAG_00153	gene-CNAG_00153	XM_012190804.1	protein_coding	0	0	0	39	0	0	0	0	0	0	0	19	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	14
CNAG_00153	gene-CNAG_00153	XM_012191177.1	protein_coding	0	0	0	39	0	0	0	0	0	0	0	19	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	14
CNAG_00154	gene-CNAG_00154	XM_012191178.1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	21	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	11
CNAG_00155	gene-CNAG_00155	XM_012191179.1	protein_coding	0	0	0	39	0	0	0	0	0	0	0	20	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	14
CNAG_00156	gene-CNAG_00156	XM_012191180.1	protein_coding	0	0	0	42	0	0	0	0	0	0	0	9	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	19
CNAG_00156	gene-CNAG_00156	XM_012191181.1	protein_coding	0	0	0	42	0	0	0	0	0	0	0	9	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	19
CNAG_00157	gene-CNAG_00157	XM_012191182.1	protein_coding	0	0	0	29	0	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	15
CNAG_00158	gene-CNAG_00158	XM_012191183.1	protein_coding	0	0	0	29	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16
CNAG_00159	gene-CNAG_00159	XM_012190805.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8
CNAG_00160	gene-CNAG_00160	XM_012190806.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9
CNAG_00161	gene-CNAG_00161	XM_012191184.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9
CNAG_00162	gene-CNAG_00162	XM_012191185.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8
CNAG_00163	gene-CNAG_00163	XM_012190807.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	11	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7
CNAG_00163	gene-CNAG_00163	XM_012191186.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	11	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7
CNAG_00164	gene-CNAG_00164	XM_012191187.1	protein_coding	0	0	0	42	0	0	0	0	0	0	0	31	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7
CNAG_00165	gene-CNAG_00165	XM_012191188.1	protein_coding	0	0	0	50	0	0	0	0	0	0	0	36	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11
CNAG_00166	gene-CNAG_00166	XM_012191189.1	protein_coding	0	0	0	47	0	0	0	0	0	0	0	12	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	28
CNAG_00167	gene-CNAG_00167	XM_012191190.1	protein_coding	0	0	0	44	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	33
CNAG_00171	gene-CNAG_00171	XM_012191191.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
CNAG_00172	gene-CNAG_00172	XM_012190809.1	protein_coding	0	0	0	32	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CNAG_00173	gene-CNAG_00173	XM_012191192.1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	33	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
CNAG_00174	gene-CNAG_00174	XM_012190810.1	protein_coding	0	0	0	63	0	0	0	0	0	0	0	33	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	2
CNAG_00175	gene-CNAG_00175	XM_012190811.1	protein_coding	0	0	0	65	0	0	0	0	0	0	0	14	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	32
CNAG_00176	gene-CNAG_00176	XM_012191193.1	protein_coding	0	0	0	63	0	0	0	0	0	0	0	7	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	37
CNAG_00176	gene-CNAG_00176	XM_012191194.1	protein_coding	0	0	0	63	0	0	0	0	0	0	0	7	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	37
CNAG_00177	gene-CNAG_00177	XM_012190812.1	protein_coding	0	0	0	43	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	35
CNAG_00178	gene-CNAG_00178	XM_012190813.1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	25
CNAG_00179	gene-CNAG_00179	XM_012191195.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
CNAG_00179	gene-CNAG_00179	XM_012191196.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
CNAG_00180	gene-CNAG_00180	XM_012191197.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CNAG_00181	gene-CNAG_00181	XM_012190814.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
CNAG_00182	gene-CNAG_00182	XM_012190815.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
CNAG_00182	gene-CNAG_00182	XM_012191198.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
CNAG_00183	gene-CNAG_00183	XM_012190816.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6
CNAG_00183	gene-CNAG_00183	XM_012191199.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6
CNAG_00184	gene-CNAG_00184	XM_012191200.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
CNAG_00185	gene-CNAG_00185	XM_012191201.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CNAG_00186	gene-CNAG_00186	XM_012191202.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CNAG_00187	gene-CNAG_00187	XM_012191203.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CNAG_00188	gene-CNAG_00188	XM_012190817.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
CNAG_00189	gene-CNAG_00189	XM_012190818.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
CNAG_00190	gene-CNAG_00190	XM_012191204.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
CNAG_00191	gene-CNAG_00191	XM_012191205.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
CNAG_00192	gene-CNAG_00192	XM_012191206.1	protein_coding	0	0	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	5
CNAG_00193	gene-CNAG_00193	XM_012191207.1	protein_coding	0	0	0	33	0	0	0	0	0	0	0	8	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	11
CNAG_00194	gene-CNAG_00194	XM_012191208.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
CNAG_00195	gene-CNAG_00195	XM_012190819.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16
CNAG_00229	gene-CNAG_00229	XM_012191209.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
CNAG_00231	gene-CNAG_00231	XM_012191210.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CNAG_00232	gene-CNAG_00232	XM_012191211.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CNAG_00233	gene-CNAG_00233	XM_012190828.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
CNAG_00234	gene-CNAG_00234	XM_012191212.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
CNAG_00235	gene-CNAG_00235	XM_012191213.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
CNAG_00236	gene-CNAG_00236	XM_012191214.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
CNAG_00237	gene-CNAG_00237	XM_012191215.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CNAG_00238	gene-CNAG_00238	XM_012191216.1	protein_coding	0	0	0	35	0	0	0	0	0	0	0	26	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3
CNAG_00239	gene-CNAG_00239	XM_012190829.1	protein_coding	0	0	0	71	0	0	0	0	0	0	0	53	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	6
CNAG_00240	gene-CNAG_00240	XM_012191217.1	protein_coding	0	0	0	74	0	0	0	0	0	0	0	26	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	17
CNAG_00241	gene-CNAG_00241	XM_012190830.1	protein_coding	0	0	0	63	0	0	0	0	0	0	0	7	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	40
CNAG_00242	gene-CNAG_00242	XM_012190831.1	protein_coding	0	0	0	50	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	41
CNAG_00243	gene-CNAG_00243	XM_012191218.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
CNAG_00246	gene-CNAG_00246	XM_012191219.1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	27	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5
CNAG_00247	gene-CNAG_00247	XM_012190833.1	protein_coding	0	0	0	71	0	0	0	0	0	0	0	42	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	10
CNAG_00248	gene-CNAG_00248	XM_012191220.1	protein_coding	0	0	0	72	0	0	0	0	0	0	0	30	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	11
CNAG_00249	gene-CNAG_00249	XM_012190834.1	protein_coding	0	0	0	61	0	0	0	0	0	0	0	5	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	37
CNAG_00250	gene-CNAG_00250	XM_012190835.1	protein_coding	0	0	0	44	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	39
CNAG_00251	gene-CNAG_00251	XM_012190836.1	protein_coding	0	0	0	32	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
CNAG_00252	gene-CNAG_00252	XM_012191221.1	protein_coding	0	0	0	28	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CNAG_00252	gene-CNAG_00252	XM_012191222.1	protein_coding	0	0	0	28	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CNAG_00253	gene-CNAG_00253	XM_012191223.1	protein_coding	0	0	0	51	0	0	0	0	0	0	0	42	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
CNAG_00254	gene-CNAG_00254	XM_012191224.1	protein_coding	0	0	0	54	0	0	0	0	0	0	0	40	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2
CNAG_00255	gene-CNAG_00255	XM_012191225.1	protein_coding	0	0	0	55	0	0	0	0	0	0	0	33	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	14
CNAG_00256	gene-CNAG_00256	XM_012191226.1	protein_coding	0	0	0	56	0	0	0	0	0	0	0	24	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	26
CNAG_00257	gene-CNAG_00257	XM_012190837.1	protein_coding	0	0	0	64	0	0	0	0	0	0	0	9	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	29
CNAG_00257	gene-CNAG_00257	XM_012191227.1	protein_coding	0	0	0	64	0	0	0	0	0	0	0	9	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	29
CNAG_00258	gene-CNAG_00258	XM_012190838.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4
CNAG_00259	gene-CNAG_00259	XM_012191228.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9
CNAG_00260	gene-CNAG_00260	XM_012190839.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9
CNAG_00261	gene-CNAG_00261	XM_012191229.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CNAG_00262	gene-CNAG_00262	XM_012190840.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CNAG_00262	gene-CNAG_00262	XM_012191230.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CNAG_00263	gene-CNAG_00263	XM_012190841.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CNAG_00264	gene-CNAG_00264	XM_012191231.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
CNAG_00264	gene-CNAG_00264	XM_012191232.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
CNAG_00265	gene-CNAG_00265	XM_012191233.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8
CNAG_00266	gene-CNAG_00266	XM_012190842.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
CNAG_00267	gene-CNAG_00267	XM_012191234.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	9
CNAG_00268	gene-CNAG_00268	XM_012191235.1	protein_coding	0	0	0	18	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12
CNAG_00269	gene-CNAG_00269	XM_012190843.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
CNAG_00270	gene-CNAG_00270	XM_012190844.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CNAG_00271	gene-CNAG_00271	XM_012190845.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
CNAG_00272	gene-CNAG_00272	XM_012190846.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5
CNAG_00273	gene-CNAG_00273	XM_012190847.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CNAG_00274	gene-CNAG_00274	XM_012190848.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CNAG_00275	gene-CNAG_00275	XM_012191236.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
CNAG_00276	gene-CNAG_00276	XM_012191237.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
CNAG_00277	gene-CNAG_00277	XM_012190849.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CNAG_00278	gene-CNAG_00278	XM_012190850.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
CNAG_00279	gene-CNAG_00279	XM_012191238.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
CNAG_00280	gene-CNAG_00280	XM_012191239.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CNAG_00283	gene-CNAG_00283	XM_012190851.1	protein_coding	0	0	0	35	0	0	0	0	0	0	0	28	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
CNAG_00284	gene-CNAG_00284	XM_012190852.1	protein_coding	0	0	0	46	0	0	0	0	0	0	0	15	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	7
CNAG_00284	gene-CNAG_00284	XM_012191240.1	protein_coding	0	0	0	46	0	0	0	0	0	0	0	15	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	7
CNAG_00285	gene-CNAG_00285	XM_012190853.1	protein_coding	0	0	0	78	0	0	0	0	0	0	0	32	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	30
CNAG_00286	gene-CNAG_00286	XM_012190854.1	protein_coding	0	0	0	60	0	0	0	0	0	0	0	24	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	25
CNAG_00287	gene-CNAG_00287	XM_012191241.1	protein_coding	0	0	0	58	0	0	0	0	0	0	0	18	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	31
CNAG_00288	gene-CNAG_00288	XM_012190855.1	protein_coding	0	0	0	53	0	0	0	0	0	0	0	17	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	33
CNAG_00289	gene-CNAG_00289	XM_012191242.1	protein_coding	0	0	0	46	0	0	0	0	0	0	0	15	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	23
CNAG_00290	gene-CNAG_00290	XM_012191243.1	protein_coding	0	0	0	44	0	0	0	0	0	0	0	14	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	25
CNAG_00291	gene-CNAG_00291	XM_012191244.1	protein_coding	0	0	0	37	0	0	0	0	0	0	0	11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	18
CNAG_00292	gene-CNAG_00292	XM_012191245.1	protein_coding	0	0	0	30	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14
CNAG_00293	gene-CNAG_00293	XM_012191246.1	protein_coding	0	0	0	36	0	0	0	0	0	0	0	17	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	14
CNAG_00294	gene-CNAG_00294	XM_012191247.1	protein_coding	0	0	0	36	0	0	0	0	0	0	0	6	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	15
CNAG_00295	gene-CNAG_00295	XM_012191248.1	protein_coding	0	0	0	29	0	0	0	0	0	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	14
CNAG_00299	gene-CNAG_00299	XM_012190857.1	protein_coding	0	0	0	46	0	0	0	0	0	0	0	10	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	20
CNAG_00300	gene-CNAG_00300	XM_012190858.1	protein_coding	0	0	0	46	0	0	0	0	0	0	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	28
CNAG_00301	gene-CNAG_00301	XM_012191249.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10
CNAG_00302	gene-CNAG_00302	XM_012191250.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9
CNAG_00303	gene-CNAG_00303	XM_012190859.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10
CNAG_00303	gene-CNAG_00303	XM_012191251.1	protein_coding	0	0	0	20	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10
CNAG_00304	gene-CNAG_00304	XM_012190860.1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7
CNAG_00305	gene-CNAG_00305	XM_012190861.1	protein_coding	0	0	0	25	0	0	0	0	0	0	0	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
CNAG_00305	gene-CNAG_00305	XM_012191252.1	protein_coding	0	0	0	25	0	0	0	0	0	0	0	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
CNAG_00306	gene-CNAG_00306	XM_012190862.1	protein_coding	0	0	0	39	0	0	0	0	0	0	0	26	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8
CNAG_00307	gene-CNAG_00307	XM_012191253.1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	21	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	11
CNAG_00308	gene-CNAG_00308	XM_012191254.1	protein_coding	0	0	0	37	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	22
CNAG_00309	gene-CNAG_00309	XM_012190863.1	protein_coding	0	0	0	43	0	0	0	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	26
CNAG_00310	gene-CNAG_00310	XM_012191255.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CNAG_00311	gene-CNAG_00311	XM_012190864.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3
CNAG_00312	gene-CNAG_00312	XM_012191256.1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10
CNAG_00313	gene-CNAG_00313	XM_012190865.1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	12
CNAG_00314	gene-CNAG_00314	XM_012191257.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15
CNAG_00315	gene-CNAG_00315	XM_012191258.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
CNAG_00316	gene-CNAG_00316	XM_012191259.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
CNAG_00317	gene-CNAG_00317	XM_012191260.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
CNAG_00318	gene-CNAG_00318	XM_012191261.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
